[WP STAGING Shutdown Function][E_NOTICE][2024-01-22 21:19:36] iconv(): Detected an illegal character in input string - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 337 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:24:57] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/widgets/popular.widget.php(87): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-includes/class-wp-widget.php(394): Stm_Lms_Popular_Courses->widget()
#2 /var/www/html/wordpress/wp-includes/widgets.php(837): WP_Widget->display_callback()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/parts/dynamic_sidebar.php(7): dynamic_sidebar()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/sidebar.php(27): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/single.php(39): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#11 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(83): STM_LMS_Templates::load_lms_template()
#12 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): STM_LMS_Templates::single_course()
#13 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#14 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#15 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/masterstudy-lms-learning-management-system.php(12): do_action()
#16 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#17 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#18 /var/www/html/wordpress/index.php(17): require('...')
#19 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 04:25:00] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:25:04] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/widgets/popular.widget.php(87): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-includes/class-wp-widget.php(394): Stm_Lms_Popular_Courses->widget()
#2 /var/www/html/wordpress/wp-includes/widgets.php(837): WP_Widget->display_callback()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/parts/dynamic_sidebar.php(7): dynamic_sidebar()
#4 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#5 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#6 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/sidebar.php(27): STM_LMS_Templates::show_lms_template()
#7 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#8 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#9 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/course/single.php(39): STM_LMS_Templates::show_lms_template()
#10 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#11 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(83): STM_LMS_Templates::load_lms_template()
#12 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): STM_LMS_Templates::single_course()
#13 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#14 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#15 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/masterstudy-lms-learning-management-system.php(12): do_action()
#16 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#17 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#18 /var/www/html/wordpress/index.php(17): require('...')
#19 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 04:26:39] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 04:26:58] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 04:27:32] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 04:28:06] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 04:29:03] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_DEPRECATED][2024-01-30 04:29:22] strpos(): Passing null to parameter #1 ($haystack) of type string is deprecated - File: /var/www/html/wordpress/wp-content/plugins/wp-staging/vendor_wpstg/symfony/polyfill-mbstring/Mbstring.php Line: 76 | Is it Fatal Error? No | Is it Thrown by WP STAGING? Yes
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:29:22] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/global/account-dropdown.php(22): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#2 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/includes/elementor/widgets/stm_lms_profile_auth_links.php(445): STM_LMS_Templates::show_lms_template()
#4 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/controls-stack.php(2297): StmLmsProfileAuthLinks->render()
#5 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(614): Elementor\Controls_Stack->render_by_mode()
#6 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(755): Elementor\Widget_Base->render_content()
#7 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Widget_Base->print_content()
#8 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#9 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#10 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#11 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#12 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1749): Elementor\Element_Base->print_element()
#13 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1144): Elementor\Core\Base\Document->print_elements()
#14 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1179): Elementor\Core\Base\Document->print_elements_with_wrapper()
#15 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1247): Elementor\Frontend->get_builder_content()
#16 /var/www/html/wordpress/wp-content/plugins/header-footer-elementor/inc/class-header-footer-elementor.php(510): Elementor\Frontend->get_builder_content_for_display()
#17 /var/www/html/wordpress/wp-content/plugins/header-footer-elementor/inc/hfe-functions.php(88): Header_Footer_Elementor::get_header_content()
#18 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): hfe_render_header()
#19 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#20 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#21 /var/www/html/wordpress/wp-content/plugins/header-footer-elementor/themes/default/hfe-header.php(23): do_action()
#22 /var/www/html/wordpress/wp-content/plugins/header-footer-elementor/themes/default/class-hfe-default-compat.php(57): require('...')
#23 /var/www/html/wordpress/wp-includes/class-wp-hook.php(326): HFE\Themes\HFE_Default_Compat->override_header()
#24 /var/www/html/wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters()
#25 /var/www/html/wordpress/wp-includes/plugin.php(517): WP_Hook->do_action()
#26 /var/www/html/wordpress/wp-includes/general-template.php(38): do_action()
#27 /var/www/html/wordpress/wp-content/themes/avantex-education/index.php(8): get_header()
#28 /var/www/html/wordpress/wp-includes/template-loader.php(106): include('...')
#29 /var/www/html/wordpress/wp-blog-header.php(19): require_once('...')
#30 /var/www/html/wordpress/index.php(17): require('...')
#31 {main}
  thrown - File: /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php Line: 231 | Is it Fatal Error? Yes | Is it Thrown by WP STAGING? No
[WP STAGING Shutdown Function][E_ERROR][2024-01-30 04:29:30] Uncaught Error: Call to undefined function mb_strimwidth() in /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/helpers.php:231
Stack trace:
#0 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/stm-lms-templates/global/account-dropdown.php(22): stm_lms_minimize_word()
#1 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(132): include('...')
#2 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/lms/classes/templates.php(140): STM_LMS_Templates::load_lms_template()
#3 /var/www/html/wordpress/wp-content/plugins/masterstudy-lms-learning-management-system/_core/includes/elementor/widgets/stm_lms_profile_auth_links.php(445): STM_LMS_Templates::show_lms_template()
#4 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/controls-stack.php(2297): StmLmsProfileAuthLinks->render()
#5 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(614): Elementor\Controls_Stack->render_by_mode()
#6 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/widget-base.php(755): Elementor\Widget_Base->render_content()
#7 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Widget_Base->print_content()
#8 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#9 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#10 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(1375): Elementor\Element_Base->print_element()
#11 /var/www/html/wordpress/wp-content/plugins/elementor/includes/base/element-base.php(464): Elementor\Element_Base->print_content()
#12 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1749): Elementor\Element_Base->print_element()
#13 /var/www/html/wordpress/wp-content/plugins/elementor/core/base/document.php(1144): Elementor\Core\Base\Document->print_elements()
#14 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1179): Elementor\Core\Base\Document->print_elements_with_wrapper()
#15 /var/www/html/wordpress/wp-content/plugins/elementor/includes/frontend.php(1247): Elementor\Frontend->get_builder_content()
#16 /var/www/html/wordpress/wp-content/plugins/header-footer-elementor/inc/class-header-footer-elementor.php(510): Elementor\Frontend->get_builder_content_for_display()
#17 /var/www/html/wordpress/wp-content/plugins/header-footer-elementor/inc/hfe-functions.php(88): Header_Footer_Elementor::get_header_content()
#18 /var/www/html/wordpress/wp-includes/class-wp-hook.php(324): hfe_render_header()
